Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa
ASFUM08-12-12-13_002369-T1,Afum_08_12_12_13_mRNA_02327,g003829,Afu1g06790-T-p1,0,NA,NA,HEAT=1.9e-16;HEAT_EZ=8.9e-23;Importin_rep_4=7.2e-35;Importin_rep_5=3.7e-27;Importin_rep_6=2.3e-42,sp|O74476|IMB3_SCHPO,0,IMB3_SCHPO,SCHPO
AF100-10A_001457-T1,Afum_AF100_10A_mRNA_01438,g003830,Afu2g15970-T-p1,0,NA,NA,PEMT=1.3e-61;PEMT=1.3e-61,sp|A1DIF7|CHO2_NEOFI,0,CHO2_NEOFI,NEOFI
ASFUM08-12-12-13_006933-T1,Afum_08_12_12_13_mRNA_06805,g003831,Afu4g07460-T-p1,0,NA,NA,NatB_MDM20=9.3e-115,sp|Q9Y809|NAA25_SCHPO,7.5e-25,NAA25_SCHPO,SCHPO
ASFUM08-19-02-10_002158-T1,Afum_08_19_02_10_mRNA_02118,g003832,Afu1g03970-T-p1,0,NA,NA,GTP_EFTU=2e-35;GTP_EFTU_D2=1e-10;IF-2=2.5e-24;MMR_HSR1=3e-08,sp|G0S8G9|IF2P_CHATD,0,IF2P_CHATD,CHATD
ASFUM08-12-12-13_001979-T1,Afum_08_12_12_13_mRNA_01945,g003833,Afu1g03050-T-p1,0,VOG00867,3.2e-30,DEAD=1.2e-16;Helicase_C=3.1e-21;ResIII=5.2e-23,sp|B0XMV6|MPH1_ASPFC,0,MPH1_ASPFC,ASPFC
ASFUM08-19-02-46_007532-T1,Afum_08_19_02_46_mRNA_07373,g003834,Afu4g03900-T-p1,0,NA,NA,adh_short=3.1e-86;adh_short=3.1e-86;adh_short_C2=2.9e-68;adh_short_C2=2.9e-68;KR=2.8e-29;KR=2.8e-29;MaoC_dehydratas=4.1e-35,sp|Q01373|FOX2_NEUCR,0,FOX2_NEUCR,NEUCR
AF100-12-43_007992-T1,Afum_AF100_12_43_mRNA_07797,g003835,Afu4g03850-T-p1,0,VOG00014,6.1e-34,Pkinase=8.1e-51;PK_Tyr_Ser-Thr=6.7e-24,sp|Q9P6P3|PPK15_SCHPO,3.8e-184,PPK15_SCHPO,SCHPO
ASFUM08-12-12-13_000346-T1,Afum_08_12_12_13_mRNA_00342,g003836,Afu2g03360-T-p1,0,NA,NA,PH=2.2e-13;SAM_2=3.9e-12;SH3_1=1.1e-11;SH3_9=7.9e-12,sp|P39969|BOI2_YEAST,1.1e-48,BOI2_YEAST,YEAST
ASFUM08-12-12-13_000651-T1,Afum_08_12_12_13_mRNA_00636,g003837,Afu2g06180-T-p1,0,NA,NA,Med14=1.7e-66,sp|Q4WH96|MED14_ASPFU,0,MED14_ASPFU,ASPFU
AF100-12-32_005939-T1,Afum_AF100_12_32_mRNA_05831,g003838,Afu5g11720-T-p1,0,NA,NA,PC_rep=2.1e-16;PC_rep=2.1e-16;RPN1_C=2.7e-31;RPN1_RPN2_N=8.9e-120,sp|Q7S8R8|RPN1_NEUCR,0,RPN1_NEUCR,NEUCR
AF100-12-8_004171-T1,Afum_AF100_12_8_mRNA_03963,g003839,Afu3g07830-T-p1,0,NA,NA,Cpn60_TCP1=1.4e-149,sp|P50999|TCPD_SCHPO,7.5e-234,TCPD_SCHPO,SCHPO
ASFUM08-12-12-13_008593-T1,Afum_08_12_12_13_mRNA_08445,g003840,Afu6g10590-T-p1,0,NA,NA,zf-C3HC4_3=3e-11,NA,NA,NA,NA
AF100-10-5_009959-T1,Afum_AF100_10_5_mRNA_09678,g003841,Afu7g04300-T-p1,0,NA,NA,DEP=7.1e-12;FCH=9.7e-10;RhoGAP=4.8e-18,sp|Q09697|RGA8_SCHPO,2.4e-148,RGA8_SCHPO,SCHPO
ASFUM08-12-12-13_006943-T1,Afum_08_12_12_13_mRNA_06815,g003842,Afu4g07540-T-p1,0,NA,NA,Utp13=4.7e-51;WD40=7.3e-54;WD40=7.3e-54;WD40=7.3e-54;WD40=7.3e-54;WD40=7.3e-54;WD40=7.3e-54,sp|Q9USN3|UTP13_SCHPO,6.7e-149,UTP13_SCHPO,SCHPO
ASFUM08-12-12-13_000685-T1,Afum_08_12_12_13_mRNA_00670,g003843,Afu2g07450-T-p1,0,NA,NA,Nexin_C=3.3e-24;PXA=1.8e-34,sp|O74444|MU122_SCHPO,1.4e-21,MU122_SCHPO,SCHPO
AF100-12-2_009155-T1,Afum_AF100_12_2_mRNA_08931,g003844,Afu8g02860-T-p1,0,NA,NA,AMP_deaminase=4e-296;A_deaminase=3e-12,sp|P15274|AMPD_YEAST,1.2e-275,AMPD_YEAST,YEAST
ASFUM08-12-12-13_008443-T1,Afum_08_12_12_13_mRNA_08297,g003845,Afu6g08920-T-p1,0,NA,NA,FAD_binding_1=4.8e-65;NAD_binding_1=1.6e-10;POR=1.1e-11,sp|P39692|MET10_YEAST,7.8e-193,MET10_YEAST,YEAST
ASFUM08-12-12-13_000289-T1,Afum_08_12_12_13_mRNA_00285,g003846,Afu2g02770-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010150-T1,Afum_08_12_12_13_mRNA_09968,g003847,Afu7g05600-T-p1,0,NA,NA,NA,sp|O36033|YLM1_SCHPO,1.9e-134,YLM1_SCHPO,SCHPO
ASFUM08-19-02-46_001561-T1,Afum_08_19_02_46_mRNA_01538,g003848,Afu2g17420-T-p1,0,NA,NA,NB-ARC=2.1e-11;PNP_UDP_1=5.4e-09,NA,NA,NA,NA
AF100-11A_003112-T1,Afum_AF100_11A_mRNA_03000,g003849,Afu1g14070-T-p1,0,NA,NA,BIR=4.9e-49;BIR=4.9e-49,sp|O14064|BIR1_SCHPO,1.9e-35,BIR1_SCHPO,SCHPO
IFM-59356-2_002700-T1,Afum_IFM_59356_2_mRNA_02565,g003850,Afu1g10730-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AZTEC-11-1066_000271-T1,Afum_AZTEC_11_1066_mRNA_00267,g003851,Afu2g02620-T-p1,0,NA,NA,Ku=3.1e-32;Ku_N=9.1e-15;Ku_PK_bind=2.7e-42;Ku_PK_bind=2.7e-42,sp|Q4WI96|KU80_ASPFU,0,KU80_ASPFU,ASPFU
AF100-10-5_002075-T1,Afum_AF100_10_5_mRNA_01980,g003852,Afu1g03450-T-p1,0,NA,NA,Calpain_III=6.4e-11;Peptidase_C2=1.1e-33,sp|Q9Y6Z8|PALB_ASPOR,0,PALB_ASPOR,ASPOR
ASFUM08-12-12-13_005261-T1,Afum_08_12_12_13_mRNA_05168,g003853,Afu5g03350-T-p1,0,NA,NA,CN_hydrolase=2.1e-45;NAD_synthase=1.1e-23,sp|P38795|NADE_YEAST,0,NADE_YEAST,YEAST
ASFUM08-12-12-13_009936-T1,Afum_08_12_12_13_mRNA_09756,g003854,Afu7g03640-T-p1,0,NA,NA,Adaptin_N=3.4e-82,sp|Q9UTL8|AP3D_SCHPO,4.8e-116,AP3D_SCHPO,SCHPO
AF100-11A_004984-T1,Afum_AF100_11A_mRNA_04821,g003855,Afu3g15190-T-p1,0,NA,NA,Molybdopterin=2e-69;Molydop_binding=8.8e-18,sp|P73448|NARB_SYNY3,8.4e-103,NARB_SYNY3,SYNY3
AF100-10B_008110-T1,Afum_AF100_10B_mRNA_07967,g003856,Afu4g07530-T-p1,4.9e-283,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000803-T1,Afum_08_12_12_13_mRNA_00788,g003857,Afu2g08560-T-p1,0,NA,NA,NA,sp|G0S4F3|NUP82_CHATD,4.6e-197,NUP82_CHATD,CHATD
AF100-12-38_005223-T1,Afum_AF100_12_38_mRNA_05082,g003858,Afu5g02690-T-p1,0,NA,NA,Fungal_trans=1.5e-11;Zn_clus=1.4e-07,NA,NA,NA,NA
ASFUM08-12-12-13_008301-T1,Afum_08_12_12_13_mRNA_08155,g003859,Afu6g07580-T-p1,0,NA,NA,Atx10homo_assoc=5.8e-34,sp|P25355|CTR86_YEAST,1.9e-21,CTR86_YEAST,YEAST
AF100-12-25_005794-T1,Afum_AF100_12_25_mRNA_05616,g003860,Afu5g09470-T-p1,0,NA,NA,MFS_1=5.7e-34,sp|B5BP49|YP55_SCHPO,6.9e-109,YP55_SCHPO,SCHPO
ASFUM08-19-02-46_000385-T1,Afum_08_19_02_46_mRNA_00377,g003861,Afu2g04020-T-p1,0,NA,NA,Glyco_transf_20=2.7e-155;Trehalose_PPase=2.6e-31,sp|Q9UUI7|TPSY_SCHPO,1.9e-154,TPSY_SCHPO,SCHPO
ASFUM08-19-02-46_001831-T1,Afum_08_19_02_46_mRNA_01781,g003862,Afu6g02910-T-p1,0,NA,NA,AA_kinase=2.5e-29;NAT=1.1e-60;Semialdhyde_dh=3.5e-33,sp|P54898|ARG56_NEUCR,0,ARG56_NEUCR,NEUCR
ASFUM08-19-02-46_006310-T1,Afum_08_19_02_46_mRNA_06186,g003863,Afu5g05980-T-p1,0,VOG00014,3.1e-40,Kinase-like=6.9e-09;Pkinase=7.5e-58;PK_Tyr_Ser-Thr=1.1e-36,sp|Q9Y898|KKCCC_EMEND,6.6e-218,KKCCC_EMEND,EMEND
AF100-10A_003744-T1,Afum_AF100_10A_mRNA_03559,g003864,Afu3g03852-T-p1,0,NA,NA,zf-C2H2=1.5e-08,sp|O43345|ZN208_HUMAN,9.2e-93,ZN208_HUMAN,HUMAN
W72310_006627-T1,Afum_W72310_mRNA_06320,g003865,Afu6g07930-T-p1,2.2e-270,NA,NA,NA,NA,NA,NA,NA
AZTEC-7-225_006030-T1,Afum_AZTEC_7_225_mRNA_05865,g003866,Afu5g11360-T-p1,0,NA,NA,Adaptin_N=1.5e-108;Cnd1=9e-18,sp|Q9JME5|AP3B2_MOUSE,2.3e-127,AP3B2_MOUSE,MOUSE
ASFUM08-19-02-46_005419-T1,Afum_08_19_02_46_mRNA_05301,g003867,Afu3g10760-T-p1,0,NA,NA,XFP=3.8e-77;XFP_C=3.3e-83;XFP_N=7.6e-147,sp|O74770|PHK_SCHPO,0,PHK_SCHPO,SCHPO
AF100-12-35_004346-T1,Afum_AF100_12_35_mRNA_04214,g003868,Afu3g12510-T-p1,0,VOG02985,5e-24,AAA=5.9e-52;AAA=5.9e-52;AAA_2=1.3e-08;AAA_lid_3=3.3e-10;CDC48_2=1.8e-15,sp|Q9P7Q4|SEC18_SCHPO,5.4e-283,SEC18_SCHPO,SCHPO
AF100-12-39_008121-T1,Afum_AF100_12_39_mRNA_07937,g003869,Afu4g06230-T-p1,0,NA,NA,AA_permease=5.4e-115;AA_permease_2=5.4e-20,sp|P38090|AGP2_YEAST,3.9e-162,AGP2_YEAST,YEAST
ASFUM117535A-1_003304-T1,Afum_117535A_1_1_mRNA_03249,g003870,Afu1g03010-T-p1,0,NA,NA,MA3=1.2e-29,sp|Q4WKB9|CWC22_ASPFU,0,CWC22_ASPFU,ASPFU
ASFUM08-12-12-13_007369-T1,Afum_08_12_12_13_mRNA_07237,g003871,Afu4g11910-T-p1,0,NA,NA,NARP1=8e-226;TPR_8=5.8e-08,sp|O74985|NAT1_SCHPO,1.4e-173,NAT1_SCHPO,SCHPO
ASFUM08-12-12-13_005101-T1,Afum_08_12_12_13_mRNA_05010,g003872,Afu5g01780-T-p1,0,NA,NA,Striatin=1.2e-45;WD40=1.4e-27;WD40=1.4e-27;WD40=1.4e-27;WD40=1.4e-27;WD40=1.4e-27,sp|Q70M86|STRN_SORMK,2e-233,STRN_SORMK,SORMK
DMC2AF100-1-15_008800-T1,Afum_DMC2_AF1001_15_mRNA_08618,g003873,Afu5g13050-T-p1,0,NA,NA,Kinesin=1.6e-116;Microtub_bd=8.5e-26,sp|Q12756|KIF1A_HUMAN,1.3e-118,KIF1A_HUMAN,HUMAN
ASFUM08-12-12-13_006642-T1,Afum_08_12_12_13_mRNA_06516,g003874,Afu4g03340-T-p1,0,NA,NA,ThrE=2.3e-79;ThrE=2.3e-79;ThrE_2=3e-12,sp|O14267|YFPC_SCHPO,9.7e-150,YFPC_SCHPO,SCHPO
AF106-6-9_000251-T1,Afum_AF106_6_9_mRNA_00247,g003875,Afu2g02290-T-p1,0,NA,NA,Rsm22=9e-34;Rsm22=9e-34,sp|P36056|RT22_YEAST,7.1e-32,RT22_YEAST,YEAST
W72310_000818-T1,Afum_W72310_mRNA_00802,g003876,Afu1g09730-T-p1,2.3e-245,NA,NA,Aldo_ket_red=6e-47;PAP2=9.7e-28,sp|Q10494|YDG7_SCHPO,1.8e-84,YDG7_SCHPO,SCHPO
ASFUM08-12-12-13_001883-T1,Afum_08_12_12_13_mRNA_01851,g003877,Afu1g02130-T-p1,0,NA,NA,PHM7_cyt=1.6e-46;RSN1_7TM=6.6e-82;RSN1_TM=2.8e-43,sp|Q06538|CSC1_YEAST,2.5e-166,CSC1_YEAST,YEAST
ASFUM08-12-12-13_002047-T1,Afum_08_12_12_13_mRNA_02012,g003878,Afu1g03650-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001087-T1,Afum_08_12_12_13_mRNA_01068,g003879,Afu2g11660-T-p1,0,NA,NA,BHD_1=5.6e-18;BHD_2=1.8e-17;BHD_3=4.3e-31;Rad4=6.6e-44,sp|P87235|RHP42_SCHPO,7.3e-103,RHP42_SCHPO,SCHPO
DMC2AF100-1-3_005924-T1,Afum_DMC2_AF100_1_3_mRNA_05710,g003880,Afu5g12170-T-p1,0,NA,NA,NA,NA,NA,NA,NA
AZTEC-8-224_007273-T1,Afum_AZTEC_8_224_mRNA_07046,g003881,Afu4g11150-T-p1,0,NA,NA,ADAM_CR_2=3.2e-08;Disintegrin=2e-20;Reprolysin_2=4.5e-54;Reprolysin_3=1.7e-13;Reprolysin_4=3.9e-51;Reprolysin_5=3e-66,sp|Q4WQ08|ADMB_ASPFU,0,ADMB_ASPFU,ASPFU
ASFUM08-12-12-13_005595-T1,Afum_08_12_12_13_mRNA_05500,g003882,Afu5g07510-T-p1,0,NA,NA,Zn_clus=1.4e-08,sp|P21228|ALCR_EMENI,5.6e-193,ALCR_EMENI,EMENI
ASFUM08-12-12-13_009210-T1,Afum_08_12_12_13_mRNA_09056,g003883,Afu8g01990-T-p1,0,NA,NA,Fungal_trans=3.4e-21;Zn_clus=9.1e-08,NA,NA,NA,NA
AF100-12-3G_006729-T1,Afum_AF100_12_3G_mRNA_06520,g003884,Afu6g04880-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001199-T1,Afum_08_12_12_13_mRNA_01180,g003885,Afu2g12880-T-p1,0,NA,NA,AARP2CN=4.1e-25;RIBIOP_C=8.3e-111,sp|O13956|TSR1_SCHPO,2.2e-191,TSR1_SCHPO,SCHPO
AZTEC-8-224_009298-T1,Afum_AZTEC_8_224_mRNA_09042,g003886,Afu8g04460-T-p1,0,NA,NA,NA,sp|E7F6H7|DCI2A_DANRE,6e-104,DCI2A_DANRE,DANRE
W72310_006720-T1,Afum_W72310_mRNA_06413,g003887,Afu6g08900-T-p1,0,NA,NA,DEAD=2.6e-45;Helicase_C=1e-29,sp|Q4WMS3|MAK5_ASPFU,0,MAK5_ASPFU,ASPFU
ASFUM08-12-12-13_003305-T1,Afum_08_12_12_13_mRNA_03243,g003888,Afu1g16745-T-p1,0,NA,NA,PHD=7.3e-10,NA,NA,NA,NA
ASFUM08-12-12-13_003193-T1,Afum_08_12_12_13_mRNA_03133,g003889,Afu1g15550-T-p1,0,NA,NA,Homeobox_KN=1.7e-21;Homeodomain=7.3e-07,NA,NA,NA,NA
ASFUM08-12-12-13_000487-T1,Afum_08_12_12_13_mRNA_00478,g003890,Afu2g04680-T-p1,0,VOG00014,9.2e-50,ABC1=2.2e-07;PBD=5.6e-23;Pkinase=8.6e-73;Pkinase_fungal=4.2e-07;PK_Tyr_Ser-Thr=4.6e-47,sp|Q4WHP3|STE20_ASPFU,0,STE20_ASPFU,ASPFU
ASFUM08-19-02-46_006254-T1,Afum_08_19_02_46_mRNA_06130,g003891,Afu5g04370-T-p1,0,NA,NA,Fer2=1.1e-09;Fer2_4=6.1e-23;Molybdopterin=9.3e-73;Molybdopterin=9.3e-73;NADH-G_4Fe-4S_3=2.1e-18;NADH_dhqG_C=6.8e-20,sp|P24918|NDUS1_NEUCR,0,NDUS1_NEUCR,NEUCR
B6074_009708-T1,Afum_B6074_mRNA_09486,g003892,NA,NA,NA,NA,NA,NA,NA,NA,NA
B6893-CDC-4_009286-T1,Afum_B6893_CDC_4_mRNA_09116,g003893,Afu8g02700-T-p1,0,NA,NA,DHquinase_I=1.7e-37;Shikimate_DH=2.2e-08;Shikimate_dh_N=6.9e-17;SKI=1.2e-20,sp|Q00784|QUTR_EMENI,9.5e-189,QUTR_EMENI,EMENI
ASFUM08-19-02-10_006595-T1,Afum_08_19_02_10_mRNA_06468,g003894,Afu6g02850-T-p1,0,NA,NA,Fungal_trans_2=6e-64;Zn_clus=2.8e-08,NA,NA,NA,NA
ASFUM08-12-12-13_006476-T1,Afum_08_12_12_13_mRNA_06353,g003895,Afu4g00960-T-p1,0,NA,NA,PFK=7.9e-192;PFK=7.9e-192,sp|Q4W9B8|PFKA_ASPFU,0,PFKA_ASPFU,ASPFU
AF106-6-3_006162-T1,Afum_AF106_6_3_mRNA_05944,g003896,Afu5g13270-T-p1,0,NA,NA,PalH=2.9e-113,sp|Q9P904|PALH_EMENI,0,PALH_EMENI,EMENI
ASFUM08-12-12-13_001964-T1,Afum_08_12_12_13_mRNA_01930,g003897,Afu1g02920-T-p1,0,NA,NA,Afi1=2.3e-47;SPA=2.2e-39,sp|Q5BGR2|MESA_EMENI,0,MESA_EMENI,EMENI
ASFUM08-12-12-13_002655-T1,Afum_08_12_12_13_mRNA_02606,g003898,Afu1g10470-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005932-T1,Afum_08_12_12_13_mRNA_05825,g003899,Afu5g10820-T-p1,0,NA,NA,Helicase_C=2.4e-10;SUV3_C=3e-17;Suv3_C_1=8.9e-09,sp|O94445|SUV3_SCHPO,8.1e-125,SUV3_SCHPO,SCHPO
AF100-10A_002452-T1,Afum_AF100_10A_mRNA_02344,g003900,Afu1g08795-T-p1,0,NA,NA,Shugoshin_C=2.2e-12;Shugoshin_N=4e-19,sp|Q5BDI1|SGO1_EMENI,7.6e-61,SGO1_EMENI,EMENI
AF100-11B_006168-T1,Afum_AF100_11B_mRNA_05970,g003901,Afu5g13080-T-p1,0,NA,NA,Fungal_trans_2=2.7e-44,NA,NA,NA,NA
ASFUM08-12-12-13_006956-T1,Afum_08_12_12_13_mRNA_06828,g003902,Afu4g07670-T-p1,0,NA,NA,NA,sp|C8V8H5|IES1_EMENI,0,IES1_EMENI,EMENI
ASFUM08-19-02-46_006177-T1,Afum_08_19_02_46_mRNA_06053,g003903,Afu5g03640-T-p1,0,NA,NA,60KD_IMP=3e-20;TOM13=2.1e-33,sp|P39952|OXA1_YEAST,8.7e-40,OXA1_YEAST,YEAST
W72310_002304-T1,Afum_W72310_mRNA_02130,g003904,Afu2g06080-T-p1,0,NA,NA,RabGAP-TBC=1.2e-52,sp|O59737|GYP1_SCHPO,2.5e-130,GYP1_SCHPO,SCHPO
AF100-12-21_006491-T1,Afum_AF100_12_21_mRNA_06307,g003905,Afu6g07860-T-p1,0,NA,NA,WD40=6.8e-10,sp|A1DMI8|CREC_NEOFI,0,CREC_NEOFI,NEOFI
AF100-12-18_005530-T1,Afum_AF100_12_18_mRNA_05385,g003906,Afu5g10610-T-p1,4.7e-153,NA,NA,CBFD_NFYB_HMF=2.5e-13;Rieske=4.2e-12;UCR_TM=3.9e-11,sp|P07056|UCRI_NEUCR,5.2e-97,UCRI_NEUCR,NEUCR
ASFUM08-12-12-13_004408-T1,Afum_08_12_12_13_mRNA_04325,g003907,Afu3g10450-T-p1,0,NA,NA,Surp=9.1e-13,NA,NA,NA,NA
AF100-12-13_000674-T1,Afum_AF100_12_13_mRNA_00663,g003908,Afu2g08290-T-p1,0,NA,NA,DUF4449=3.1e-08;DUF5923=3.9e-69;DUF5923=3.9e-69,sp|Q10327|YD72_SCHPO,2.2e-23,YD72_SCHPO,SCHPO
ASFUM08-12-12-13_001047-T1,Afum_08_12_12_13_mRNA_01029,g003909,Afu2g11260-T-p1,0,NA,NA,Aconitase=7e-164;Aconitase_C=2e-43,sp|P55251|LEUC_RHIPU,0,LEUC_RHIPU,RHIPU
ASFUM08-12-12-13_003452-T1,Afum_08_12_12_13_mRNA_03389,g003910,Afu3g00370-T-p1,0,NA,NA,XFP=5.2e-82;XFP_C=3.1e-86;XFP_N=6.1e-174,sp|Q8YWW1|PHK1_NOSS1,0,PHK1_NOSS1,NOSS1
ASFUM08-12-12-13_003573-T1,Afum_08_12_12_13_mRNA_03505,g003911,Afu3g01350-T-p1,0,NA,NA,Abhydrolase_1=5.4e-17;Abhydrolase_4=2.3e-25,sp|P65824|HIP1_MYCBO,1.3e-24,HIP1_MYCBO,MYCBO
ASFUM12-7505446_003703-T1,Afum_12_7505446_mRNA_03613,g003912,Afu3g02590-T-p1,0,NA,NA,Zn_clus=8.4e-10,sp|A0A142C7A3|PHNE_PENHR,1.1e-26,PHNE_PENHR,PENHR
AF106-6-9_005304-T1,Afum_AF106_6_9_mRNA_05113,g003913,Afu5g04180-T-p1,0,NA,NA,Septin=8.9e-14,NA,NA,NA,NA
IFM-60514_007984-T1,Afum_IFM_60514_mRNA_07803,g003914,Afu4g04100-T-p1,0,NA,NA,EAP30=1.6e-43;Vps36-NZF-N=7.5e-24;Vps36_ESCRT-II=5.5e-22,sp|Q6DDF4|VPS36_XENLA,3e-40,VPS36_XENLA,XENLA
AZTEC-8-224_002775-T1,Afum_AZTEC_8_224_mRNA_02669,g003915,Afu1g11880-T-p1,0,NA,NA,ACAS_N=8.3e-12;AMP-binding=1.1e-39,sp|D7PHZ3|VRTB_PENAE,3.2e-227,VRTB_PENAE,PENAE
AF100-12-7G_009521-T1,Afum_AF100_12_7G_mRNA_09129,g003916,Afu7g05930-T-p1,0,NA,NA,Peptidase_M3=2.9e-172,sp|P25375|PRTD_YEAST,2e-167,PRTD_YEAST,YEAST
ASFUM08-12-12-13_002799-T1,Afum_08_12_12_13_mRNA_02748,g003917,Afu1g11810-T-p1,0,NA,NA,FMO-like=4.5e-11;NAD_binding_8=1.5e-08;Pyr_redox_2=9.6e-13,NA,NA,NA,NA
AF100-12-13_009128-T1,Afum_AF100_12_13_mRNA_08847,g003918,Afu8g02810-T-p1,0,NA,NA,DUF3361=6.6e-18;ELMO_CED12=3.9e-50;PH_12=1.2e-32,sp|Q92556|ELMO1_HUMAN,4.6e-24,ELMO1_HUMAN,HUMAN
AF100-12-10_009081-T1,Afum_AF100_12_10_mRNA_08873,g003919,Afu7g02050-T-p1,0,NA,NA,Arrestin_N=1.9e-11,NA,NA,NA,NA
ASFUM08-12-12-13_002880-T1,Afum_08_12_12_13_mRNA_02829,g003920,Afu1g12600-T-p1,0,NA,NA,Chitin_synth_2=1.2e-23;Glyco_tranf_2_3=6.5e-09;Glyco_trans_2_3=5.8e-18,sp|P78746|CHSD_ASPFU,0,CHSD_ASPFU,ASPFU
AF100-12-4_008272-T1,Afum_AF100_12_4_mRNA_08041,g003921,Afu4g08930-T-p1,0,NA,NA,FeoB_N=8.5e-08;MMR_HSR1=1.9e-18;NGP1NT=7.6e-52,sp|Q7SHR8|NOG2_NEUCR,6.6e-233,NOG2_NEUCR,NEUCR
ASFUM08-19-02-30_001190-T1,Afum_08_19_02_30_mRNA_01172,g003922,Afu2g13260-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001236-T1,Afum_08_12_12_13_mRNA_01217,g003923,Afu2g13230-T-p1,0,NA,NA,Usp=1.9e-19,sp|P87132|YFK5_SCHPO,1.5e-38,YFK5_SCHPO,SCHPO
AF100-12-25_004373-T1,Afum_AF100_12_25_mRNA_04212,g003924,Afu3g09670-T-p1,0,NA,NA,Fungal_trans_2=3.4e-62;Zn_clus=3.8e-10,NA,NA,NA,NA
NCPF-7820_001165-T1,Afum_NCPF_7820_mRNA_01149,g003925,Afu2g13160-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004761-T1,Afum_08_12_12_13_mRNA_04672,g003926,Afu3g13920-T-p1,0,NA,NA,Ank=3.6e-10;Ank_3=4.7e-11;Ank_4=5.3e-11;KilA-N=4.3e-06,sp|P41412|RES2_SCHPO,1.9e-82,RES2_SCHPO,SCHPO
ASFUM08-12-12-13_008421-T1,Afum_08_12_12_13_mRNA_08275,g003927,Afu6g08710-T-p1,0,NA,NA,PhoD=2.2e-118;PhoD_N=5.5e-36,sp|P42251|PPBD_BACSU,2.4e-78,PPBD_BACSU,BACSU
AF100-12-27_006823-T1,Afum_AF100_12_27_mRNA_06626,g003928,Afu5g06370-T-p1,0,NA,NA,WHIM1=1.3e-09,NA,NA,NA,NA
ASFUM84-NIH_001666-T1,Afum_84_NIH_mRNA_01636,g003929,Afu1g16290-T-p1,0,NA,NA,DEAD=2.5e-27;Helicase_C=1.5e-24,sp|Q4WRH5|ROK1_ASPFU,0,ROK1_ASPFU,ASPFU
W72310_005881-T1,Afum_W72310_mRNA_05587,g003930,Afu5g13140-T-p1,0,NA,NA,WD40=1.7e-30;WD40=1.7e-30;WD40=1.7e-30;WD40=1.7e-30,sp|Q4WVS4|MDV1_ASPFU,0,MDV1_ASPFU,ASPFU
AF100-12-7_010048-T1,Afum_AF100_12_7_mRNA_09822,g003931,Afu7g05830-T-p1,0,NA,NA,MFS_1=4.7e-17;Sugar_tr=5.4e-92,sp|O23492|INT4_ARATH,4.3e-50,INT4_ARATH,ARATH
ASFUM08-12-12-13_002156-T1,Afum_08_12_12_13_mRNA_02121,g003932,Afu1g04830-T-p1,0,NA,NA,TEA=2.3e-28,sp|E9RD40|ABAA_ASPFU,0,ABAA_ASPFU,ASPFU
AF100-10A_000926-T1,Afum_AF100_10A_mRNA_00911,g003933,Afu2g10720-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004652-T1,Afum_08_12_12_13_mRNA_04566,g003934,Afu3g12870-T-p1,0,NA,NA,RabGAP-TBC=1.4e-36,sp|P87234|GYP3_SCHPO,9.4e-103,GYP3_SCHPO,SCHPO
AF100-12-4_002063-T1,Afum_AF100_12_4_mRNA_01968,g003935,Afu1g04062-T-p1,0,NA,NA,zf-RRN7=2.3e-11,sp|Q9UST5|RRN7_SCHPO,5.1e-38,RRN7_SCHPO,SCHPO
NCPF-7820_001010-T1,Afum_NCPF_7820_mRNA_00995,g003936,Afu2g11510-T-p1,0,NA,NA,FeoB_N=2.7e-08;MMR_HSR1=2.8e-17;NOG1=9e-28;NOG1_N=5.1e-42;NOGCT=3.8e-31,sp|G0S8F1|NOG1_CHATD,1.6e-289,NOG1_CHATD,CHATD
ASFUM08-12-12-13_007630-T1,Afum_08_12_12_13_mRNA_07494,g003937,Afu4g05980-T-p1,0,NA,NA,JmjC=2.2e-11;zf-4CXXC_R1=9.3e-08,sp|O97101|CBFA_DICDI,1.2e-38,CBFA_DICDI,DICDI
F14946G_002509-T1,Afum_F14946G_mRNA_02427,g003938,Afu1g08900-T-p1,0,NA,NA,zf-CHY=4.6e-22;zf-RING_2=5.9e-10;zf-RING_UBOX=1.7e-07;zinc_ribbon_6=1.5e-26,sp|O14099|YERG_SCHPO,3.4e-98,YERG_SCHPO,SCHPO
