AZTEC-11-1066_000331-T1	14-3-3=3.3e-107
MO79587EXP_008837-T1	CVNH=3.4e-08
AF100-12-26_002455-T1	Foie-gras_1=5.2e-121;Foie-gras_1=5.2e-121;Gryzun=7.7e-237
NCPF-7820_000567-T1	Iwr1=5.6e-24
IFM-59359_010398-T1	HMG_CoA_synt_C=2.8e-74;HMG_CoA_synt_C=2.8e-74;HMG_CoA_synt_N=2e-88
DMC2AF100-1-3_009839-T1	MIR=6.6e-20;PMT=1.5e-87;PMT_4TMC=3.1e-50
AF100-12-21_004138-T1	CLU=3.3e-77;CLU_N=7e-28;eIF3_p135=1.9e-58;TPR_10=1.1e-22;TPR_10=1.1e-22;TPR_10=1.1e-22;TPR_12=7.3e-25;TPR_12=7.3e-25
AF100-10B_000733-T1	NUDE_C=9.4e-69
AF100-10A_000760-T1	Sec7=1.7e-33
AF100-12-2_006799-T1	Diphthamide_syn=2.8e-87
AF100-10A_000546-T1	Cohesin_HEAT=9.1e-14;Nipped-B_C=9.3e-48
AZTEC-9-222_008001-T1	MFS_1=6.1e-18;Sugar_tr=1.1e-10
AF100-10A_001271-T1	DUF2428=1.8e-71
AZTEC-5-223_000249-T1	SMC_hinge=2.9e-25;SMC_N=4e-74
AF100-12-2_003434-T1	DUF3176=3.2e-35
AF100-12-39_003892-T1	TFIIF_alpha=6.9e-09
ASFUM08-12-12-13_004100-T1	Fructosamin_kin=6.5e-42
B6081_001614-T1	HSP70=6.2e-242;HSP70=6.2e-242;MreB_Mbl=3.2e-19
ATCC46645_001770-T1	AAA=3.9e-15;BCS1_N=1.9e-30
AZTEC-10-245_003290-T1	Tti2=5.8e-101
COH-371_001624-T1	EF-hand_1=3.7e-15;EF-hand_5=9e-13;EF-hand_5=9e-13;EF-hand_6=1.4e-11;EF-hand_7=2.8e-13;EF-hand_8=2.3e-09
CF098_005854-T1	DUF3405=3.3e-179
AF100-11B_007292-T1	UvdE=1.5e-115
AF100-12-32_005267-T1	NTF2=1.1e-28;RRM_1=1e-09
JN10_005206-T1	FAT=1.3e-74;PI3_PI4_kinase=1.5e-37
CM3720_004519-T1	Fungal_trans=1.5e-29;Zn_clus=1.6e-12
AF100-12-4_002292-T1	CoA_transf_3=5.3e-128
TP32_010106-T1	Fungal_trans=4.8e-10;Zn_clus=1.6e-09
AF100-12-4_002929-T1	Fungal_trans=1.7e-39;Zn_clus=4.2e-09
IFM-61407_006146-T1	PP2C=7.1e-65;PP2C=7.1e-65
COH-371_001619-T1	Ferritin=3.5e-41
AFUG-031815-1869_006533-T1	DUF1190=1.5e-28;GSP_synth=5.1e-107;GSP_synth=5.1e-107
AF100-12-18_002653-T1	Ank=3.7e-10;Ank_2=1.7e-08;Ank_4=7.6e-08;Ank_5=5e-11;TIG=6.7e-11
ASFUM08-36-03-25_001795-T1	E1-E2_ATPase=1.9e-47;HMA=3.1e-08;Hydrolase=6.5e-30
IFM-61407_006014-T1	Glyco_transf_15=1.9e-101
IFM-61407_007702-T1	MFS_1=8.5e-33
B5289-CDC-25_000295-T1	E1-E2_ATPase=6.8e-51;HMA=2.9e-12;Hydrolase=1.8e-26
AF100-12-5_008811-T1	RhoGEF=1.2e-20
JN10_004426-T1	RRM_1=6.5e-27;RRM_1=6.5e-27
IFM-62516_003744-T1	GMC_oxred_C=7.6e-36;GMC_oxred_N=1.9e-53
D17_003517-T1	Fungal_trans=1.2e-13
ASFUM12-7504462_001951-T1	Patatin=1.1e-16
AF100-12-7G_007092-T1	BRCT=4.7e-07;BRCT_2=1.1e-09;IMS=1e-41;IMS_HHH=1.7e-07;REV1_C=1.3e-26;UBM=2.6e-17;UBM=2.6e-17
AF100-12-43_009247-T1	COesterase=1.1e-76
ATCC46645_003673-T1	MFS_1=2.4e-36;MFS_4=2.1e-08
AF100-12-43_001226-T1	EFG_C=2.7e-23;EFG_III=7.7e-13;EFG_IV=2.2e-33;GTP_EFTU=1.1e-67;GTP_EFTU_D2=2.7e-13
AZTEC-10-245_003302-T1	DDT=9.4e-18;WAC_Acf1_DNA_bd=3.5e-37;WHIM1=1.5e-07;WSD=2.1e-23
CF098_007894-T1	MFS_1=1.7e-39;Sugar_tr=1.1e-14;TRI12=3.5e-12
AZTEC-9-222_003603-T1	MFS_1=6e-26
AF100-12-7G_009510-T1	6PF2K=9.4e-79;His_Phos_1=1.5e-41;KTI12=3.2e-07
ASFUM12-7504462_001892-T1	Dynamin_N=2.3e-26
NCPF-7816_001493-T1	IBN_N=1.3e-10
JN10_004071-T1	DNA_pol_B=7.3e-106;DNA_pol_B_exo1=1.3e-21;DNA_pol_B_exo1=1.3e-21;zf-C4pol=7e-21
F21732_005370-T1	Glyco_hydro_18=2.1e-48
ASFUM08-12-12-13_008836-T1	zf-C2H2_jaz=2.3e-11
B7594-CDC-27_006459-T1	Abhydrolase_3=1.7e-12;Acyl_transf_1=4.6e-27;HTH_51=6.4e-17;ketoacyl-synt=1.3e-72;Ketoacyl-synt_C=2.1e-38;Methyltransf_11=1.3e-10;Methyltransf_12=1.2e-16;Methyltransf_23=2e-12;Methyltransf_25=7.2e-14;Methyltransf_31=2.6e-12;PP-binding=2.1e-17;PP-binding=2.1e-17;PS-DH=1e-24
AZTEC-3-226_006765-T1	EF1G=1.4e-46;GST_C=9.3e-14;GST_C_2=6e-09;GST_N=1.3e-12
AF100-12-32_006065-T1	Cullin=2.7e-173;Cullin_Nedd8=4.5e-25
AF100-12-7_006952-T1	zf-C3H1=3.5e-13
AF100-12-10_008198-T1	Peptidase_M48=8.3e-47;Peptidase_M48_N=2.6e-67
AF100-12-5_004774-T1	Pal1=9.1e-50
IFM-61407_003231-T1	Spt20=1.7e-48
ASFUM08-19-02-30_001704-T1	Glyco_hydro_71=5.9e-132
NCPF-7820_009118-T1	AA_permease=2.9e-80;AA_permease=2.9e-80;AA_permease_2=2.2e-20;AA_permease_2=2.2e-20
AF100-10A_000213-T1	MFS_1=3.9e-21;Sugar_tr=9.2e-85
W72310_001723-T1	HATPase_c=3e-21;HisKA=1.3e-13;Response_reg=9.9e-24
AF100-10A_004977-T1	AAA=8.4e-18;AAA_5=7.4e-07;DNA_pol3_delta2=1e-12;Rad17=3.1e-07;Rep_fac_C=1.4e-18;RuvB_N=8.1e-07
TP32_003549-T1	MFS_1=2.4e-39;MFS_4=2.7e-08
JN10_006481-T1	p450=1.4e-70
NCPF-7820_002407-T1	HSP70=4.6e-255;MreB_Mbl=1.4e-17
B6081_001616-T1	FKBP_C=9.7e-17;HARE-HTH=3.8e-10;Trigger_C=1.8e-45;Trigger_N=1.4e-38
AF100-10-5_008441-T1	DUF4139=2.4e-32;DUF4140=6.1e-26
AF100-12-24_002541-T1	Cpn60_TCP1=1.4e-82
ASFUM08-31-08-91_006349-T1	Ank=3.3e-21;Ank=3.3e-21;Ank_2=2e-38;Ank_2=2e-38;Ank_3=2.6e-28;Ank_4=3.9e-37;Ank_5=2.7e-20;NACHT=5e-12;PNP_UDP_1=7.4e-11
IFM-61407_006534-T1	ABC_membrane=1.2e-83;ABC_membrane=1.2e-83;ABC_membrane=1.2e-83;ABC_tran=2.3e-68;ABC_tran=2.3e-68
NCPF-7820_001043-T1	Ribosomal_L3=2.8e-189
DMC2AF100-1-3_005004-T1	Arb2=2.6e-82
B6081_001579-T1	Adhesin_P1_N=3.3e-24;AgI_II_C2=4.8e-134;AgI_II_C2=4.8e-134;AgI_II_C2=4.8e-134;Antigen_C=8.3e-52;GbpC=7.2e-86;GbpC=7.2e-86
AF300_000577-T1	Iwr1=4.2e-24
ASFUM08-12-12-13_000710-T1	Cyt-b5=1.9e-24
AF100-12-3G_005027-T1	Fungal_trans=1.3e-13
NCPF-7811_002360-T1	Alpha_adaptinC2=9.2e-25;GAT=5.3e-23;GGA_N-GAT=2.1e-10;VHS=3e-46
F4S1B_004471-T1	DSPc=1.1e-17;DSPn=3.2e-45;Y_phosphatase=4.6e-07
AF100-12-3_005995-T1	Cupin_8=3e-49;Kelch_4=6.7e-17;Kelch_5=1.4e-12;LCM=5.1e-18
IFM-61407_004055-T1	Pectate_lyase_3=4.9e-49;Pectate_lyase_3=4.9e-49
AF100-12-24_004282-T1	Cellulase=1.3e-12;Glyco_hydro_5_C=2.6e-20
AF100-12-43_002259-T1	HTH_Tnp_Tc5=5.8e-18
AF100-12-7_001252-T1	MFS_1=1.2e-17
IFM-59056_000916-T1	FGGY_C=2.2e-06;HSP70=2.9e-270;MreB_Mbl=6.8e-18
Af65_000770-T1	MMR_HSR1=1.9e-10
AF100-12-38_001134-T1	Sec62=4.9e-68
ASFUM12-7504462_008040-T1	IBR=4.4e-16
DMC2AF100-1-3_009446-T1	Cu_amine_oxid=1.7e-122;Cu_amine_oxid=1.7e-122;Cu_amine_oxidN3=2.8e-11
IFM-59356-2_008673-T1	BLM10_mid=9.4e-202;BLM10_N=5.7e-22;DUF3437=2.3e-23
AF100-12-21_006996-T1	FAD_binding_8=9.3e-23;NAD_binding_6=1.4e-24
B6081_006059-T1	CHU_C=1.1e-09;fn3_5=3.7e-23;PA=2.6e-18;Peptidase_S8=1e-43
AZTEC-11-1066_008314-T1	AP_endonuc_2=1.7e-48
AF100-12-8_005090-T1	Fungal_trans=1.3e-13
ASFUM08-31-08-91_006370-T1	AMP-binding=6e-74;AMP-binding_C=9.6e-08
ASFUM12-7504462_001888-T1	Fungal_trans=2.7e-23;Zn_clus=4.5e-10
ASFUM10-01-02-27_009022-T1	Dynamin_M=2.2e-23;Dynamin_N=6.4e-39
IFM-59356-2_010017-T1	AAA=4.5e-51;AAA_2=3.1e-07;AAA_lid_3=1.6e-10
CM7560_009075-T1	DUF3435=5.2e-31
W72310_001926-T1	MFS_1=3.9e-21;Sugar_tr=9.2e-85
AFUG-031815-1869_001742-T1	Plug=6.4e-19;TonB_dep_Rec=1.1e-44
AZTEC-13-751_005952-T1	Fungal_trans_2=7.8e-11
W72310_002506-T1	CBM_1=3.3e-16;Cellulase=1.8e-56
AF100-12-3_007290-T1	Nucleoporin2=2.4e-53;Nup96=1.3e-90
AF100-11C_001229-T1	EFG_C=2.8e-23;EFG_III=8.4e-13;EFG_IV=2.1e-33;GTP_EFTU=1.1e-67;GTP_EFTU_D2=1.4e-12
NCPF-7822_005116-T1	Fungal_trans=1.3e-13
B6081_004677-T1	DNA_gyraseA_C=1.9e-76;DNA_gyraseA_C=1.9e-76;DNA_gyraseA_C=1.9e-76;DNA_gyraseA_C=1.9e-76;DNA_gyraseA_C=1.9e-76;DNA_gyraseA_C=1.9e-76;DNA_topoisoIV=1.6e-156
F21732_005007-T1	DUF4048=5.5e-74
NCPF-7820_007663-T1	GMC_oxred_C=2.7e-36;GMC_oxred_N=8.9e-65;NAD_binding_8=3.5e-06
LMB-35Aa_001583-T1	F-box=2.4e-07
AF100-12-32_003264-T1	Fungal_trans=3.3e-18
LMB-35Aa_003717-T1	Chitin_bind_1=4.3e-12;Glyco_hydro_18=8.2e-64
NCPF-7811_003508-T1	MFS_1=1.1e-40;MFS_4=1.9e-08
AF100-12-7G_006318-T1	Fungal_trans=3.8e-09;Zn_clus=9.6e-11
AZTEC-9-222_004146-T1	Myb_DNA-binding=4.9e-08
NCPF-7820_001687-T1	RNA_pol_Rpb2_3=2e-30;RNA_pol_Rpb2_45=2.1e-27;RNA_pol_Rpb2_6=7.7e-167
IFM-61407_007327-T1	HET=4e-35
ASFUM12-7504462_009857-T1	DUF3435=1e-27
F13619_006663-T1	Aldedh=1.4e-12
LMB-35Aa_003716-T1	LysM=1e-07;Pectate_lyase_3=8.5e-89;Pectate_lyase_3=8.5e-89
AF100-12-43_000468-T1	GTP_EFTU=4.3e-49;GTP_EFTU_D2=1.2e-10;GTP_EFTU_D3=1.1e-10;HBS1_N=1.1e-19;MMR_HSR1=6.6e-09
CF337_007186-T1	WD40=1.3e-10
ASFUM12-7504462_009850-T1	Zn_clus=9e-10
AZTEC-14-484_002745-T1	FMO-like=4.1e-25;IlvN=4.8e-07;K_oxygenase=4.5e-14;Pyr_redox_2=3e-15;Pyr_redox_3=1.3e-24
AF100-10A_005347-T1	Sad1_UNC=3e-33
DMC2AF100-1-3_002027-T1	PA=2.8e-09;TFR_dimer=8e-32
AZTEC-14-484_005056-T1	Fungal_trans=1.3e-13
AZTEC-3-226_009975-T1	PWWP=4e-16
F21732_007287-T1	Arylsulfotrans=2e-10;Arylsulfotran_2=1.1e-32
F21732_001249-T1	Glyco_hydro_16=2e-07
AF100-10A_005886-T1	Fungal_trans=4.9e-43;Zn_clus=3e-09
CM2733_009367-T1	4HB=1.3e-28;ABC_tran=2.4e-49;ABC_tran=2.4e-49
DMC2AF100-1-3_008035-T1	G-patch=1.7e-11;RRM_1=4.8e-07
B5852_000574-T1	Iwr1=5.4e-24
AFUG-031815-1869_001786-T1	HAMP_2=5.6e-10;MCPsignal=1.2e-51;PAS_8=4.4e-06
F20063_000748-T1	DNA_pol_B_thumb=4.9e-24
IFM-62516_001750-T1	Acyl_transf_1=3.5e-45;adh_short=3.1e-11;ADH_zinc_N=4.2e-16;ADH_zinc_N_2=2.2e-21;KAsynt_C_assoc=5.3e-24;ketoacyl-synt=1.9e-70;Ketoacyl-synt_C=3e-31;KR=1.1e-65;Methyltransf_11=1.1e-11;Methyltransf_12=7.1e-22;Methyltransf_23=2.1e-13;Methyltransf_25=2.7e-12;Methyltransf_31=3.2e-10;PP-binding=1.1e-08;PS-DH=8.1e-60
F21857_001344-T1	AAA=4.3e-18;BCS1_N=2.3e-46
AF100-12-2W_000070-T1	Aldedh=9.5e-166
B5859_003848-T1	Cation_ATPase=2.5e-21;Cation_ATPase_C=2.2e-49;E1-E2_ATPase=2.3e-38;Hydrolase=4.2e-18
AZTEC-13-751_004477-T1	Pkinase=2e-54;PK_Tyr_Ser-Thr=5.8e-25
F21572_003511-T1	Fungal_trans=2.1e-13
ATCC46645_000700-T1	FAD_binding_1=1.3e-38;Flavodoxin_1=1.4e-30;NAD_binding_1=1.3e-23
AF100-12-38_003872-T1	Sugar_tr=9.5e-86;Sugar_tr=9.5e-86
AF100-11C_005099-T1	Fungal_trans=1.3e-13
AF100-12-25_005800-T1	Dymeclin=6.5e-92;Hid1=0
B5859_010272-T1	Patatin=3e-18
CM5757_000303-T1	Glyco_transf_28=1.2e-24
B5859_010271-T1	DUF3723=2.9e-72
AF100-12-3G_002090-T1	DHR-2=5.5e-46;DOCK-C2=3e-43;DOCK_N=8.9e-126
AZTEC-11-1066_005550-T1	Peroxin-3=3.4e-163
B5852_005955-T1	C1_1=1.1e-21;C1_1=1.1e-21;C2=6.6e-07;HR1=5e-30;HR1=5e-30;Pkinase=2.3e-61;Pkinase_C=2.9e-15;PK_Tyr_Ser-Thr=6.6e-36
AF100-11A_000935-T1	AAA_5=4.8e-08;MCM=1.1e-105;MCM_lid=1.1e-22;MCM_N=4.4e-20;MCM_OB=8e-35;Mg_chelatase=2.1e-08
AF100-12-37_006756-T1	Actin=1.1e-150
F21732_009042-T1	ING=4.3e-27
A1163_007852-T1	SRF-TF=9e-09
AF100-10A_009045-T1	Fungal_trans_2=1.6e-08;Zn_clus=1.2e-07
DMC2AF100-1-15_004130-T1	NUDIX=2.1e-07
AF100-10-5_006262-T1	MFS_1=1.9e-39
AZTEC-17-234_005322-T1	Methyltransf_32=6.6e-24
IFM-59359_008021-T1	AA_permease=1.8e-130;AA_permease_2=1.7e-31
CM4946_001586-T1	PX=8.4e-18;Snx8_BAR_dom=9.5e-98
ASFUM08-12-12-13_009369-T1	ATP-synt_E=5.9e-24
CM3262_009029-T1	FAD_binding_4=1.2e-23
NCPF-7820_004698-T1	MFS_1=4.4e-24;TRI12=1.2e-07
A1159_008502-T1	ABC_membrane=9.6e-56;ABC_membrane=9.6e-56;ABC_tran=8.8e-51;ABC_tran=8.8e-51
IFM-59777_003963-T1	Cnd1=1.6e-48
AF100-12-40_001289-T1	Metallophos=3.3e-09
AZTEC-13-751_009438-T1	TPR_1=3.7e-25;TPR_11=4.2e-21;TPR_16=3.8e-18;TPR_16=3.8e-18;TPR_2=3.2e-24;TPR_7=2.7e-11;TPR_8=4.4e-15;TPR_8=4.4e-15
IFM-59356-2_000982-T1	Paf1=1e-59
AF100-12-2_002057-T1	CPSF_A=1.2e-09;MMS1_N=7.5e-111
F21732_008536-T1	BSD=2.6e-16;PH_TFIIH=5.3e-21
AF100-12-25_007034-T1	Fungal_trans=9.5e-38;Zn_clus=2.4e-08
AF100-12-37_009942-T1	Arylsulfotrans=3.1e-14;Arylsulfotran_2=3.5e-48
AF100-10A_000436-T1	Arginosuc_synth=2e-90
AF100-12-10_009083-T1	Pyr_redox=2e-16;Pyr_redox_2=3.8e-51;Reductase_C=1.2e-07;Rieske=1.4e-16
SF1S6_004959-T1	Fungal_trans=2.8e-13
AF100-12-21_008229-T1	Aldedh=8.1e-76
TP32_008186-T1	PEPCK_ATP=2.5e-218
F21857_005416-T1	Chitin_bind_1=5.6e-09;Glyco_hydro_18=5.6e-48
AF100-10A_002923-T1	Fungal_trans=1.7e-39;Zn_clus=4.2e-09
AF106-6-9_005770-T1	Adap_comp_sub=4.6e-93;Clat_adaptor_s=7.3e-10
AZTEC-9-222_001413-T1	LIM=1.3e-29;LIM=1.3e-29;RhoGAP=5.1e-38
AF100-12-10_007930-T1	COesterase=5.5e-85
AZTEC-9-222_004714-T1	HATPase_c=8.7e-23;HisKA=7.7e-18;PAS_3=1.4e-17;PAS_4=1.1e-09;Response_reg=1.6e-23
AF100-12-43_000200-T1	tRNA-synt_1c=1.9e-92;tRNA-synt_1c_C=4.4e-32
JN10_003009-T1	RNA_pol_Rpb1_1=4e-17;RNA_pol_Rpb1_2=2.5e-68;RNA_pol_Rpb1_3=7.4e-36;RNA_pol_Rpb1_4=4.2e-18;RNA_pol_Rpb1_5=1.5e-88
B5859_003527-T1	MFS_1=2.4e-36;MFS_4=2.1e-08
F4S1B_009004-T1	AA_permease=2.5e-102;AA_permease_2=1.4e-31
W72310_008682-T1	FAD_binding_4=1.4e-23
AF100-11-3_009377-T1	MMS19_C=4.4e-133;MMS19_N=1.5e-98
F21732_007035-T1	Pro-kuma_activ=4.8e-50
IFM-59356-2_007692-T1	Disintegrin=1e-18;Reprolysin=1.2e-07;Reprolysin_2=8.4e-49;Reprolysin_3=2.9e-13;Reprolysin_4=6.9e-86;Reprolysin_5=1.2e-61
IFM-61407_008198-T1	COesterase=7e-47
AF106-6-2_002454-T1	SelO=9.1e-127
AF106-6-5_008021-T1	Peptidase_M49=4.4e-244
IFM-61578_000497-T1	A_deamin=7.5e-21
ASFUM12-7504462_006449-T1	ABC_tran=1.9e-42;ABC_tran=1.9e-42;Chromo=6.2e-10
AF100-12-43_000968-T1	DEAD=1.6e-27;DUF1998=2.3e-20;Helicase_C=2.8e-14
AF100-12-8_003076-T1	Dus=6e-43;Dus=6e-43
AZTEC-13-751_008819-T1	ATG2_CAD=7.3e-46;ATG_C=5.5e-32
AF100-10-5_000885-T1	ArfGap=9.6e-35
A1159_003547-T1	MFS_1=2.4e-36;MFS_4=2.1e-08
COH-880_001764-T1	Mt_ATP-synt_D=3.8e-59
AZTEC-11-1066_000129-T1	Acyl_transf_1=1.6e-51;ADH_N=2e-06;adh_short=1.7e-11;ADH_zinc_N=2.6e-12;ADH_zinc_N_2=4.5e-16;KAsynt_C_assoc=5e-18;ketoacyl-synt=1.2e-69;Ketoacyl-synt_C=2.7e-40;KR=1.3e-58;Methyltransf_11=1.8e-09;Methyltransf_12=2.9e-17;Methyltransf_23=3.9e-10;Methyltransf_25=8.2e-12;Methyltransf_31=1.2e-09;PP-binding=1.3e-07;PS-DH=3e-49;Ubie_methyltran=5e-07
AZTEC-14-484_006489-T1	FAD_binding_8=1.1e-21;Ferric_reduct=1.4e-23;NAD_binding_6=1.1e-19
AZTEC-5-223_007913-T1	Anoctamin=5.6e-103
AF300_009814-T1	AA_permease=4.1e-46;AA_permease_2=2.5e-12
AF100-12-8_007445-T1	F-box-like=2.6e-08
B5460-CDC-13_003621-T1	C2=9.9e-15;C2=9.9e-15
CF098_005525-T1	ATP-grasp=7.9e-07;Biotin_carb_N=1.3e-33;Biotin_lipoyl=4.4e-12;CPSase_L_D2=4.5e-38;Dala_Dala_lig_C=1.3e-09
AF100-12-24_002034-T1	zinc_ribbon_16=2.3e-23
AF100-12-24_006463-T1	MFS_1=1.6e-18;Sugar_tr=5e-73
AF100-10A_004349-T1	XFP=3.4e-77;XFP_C=2.9e-83;XFP_N=1e-145
IFM-61407_001576-T1	Utp8=5.9e-13
AZTEC-8-224_006055-T1	RabGAP-TBC=1.5e-36
AZTEC-12-128_007682-T1	Fungal_trans=2.4e-11;Zn_clus=2.5e-09
TP32_005064-T1	Fungal_trans=2.4e-13
B5856_005996-T1	C1_1=1.1e-21;C1_1=1.1e-21;C2=6.6e-07;HR1=5e-30;HR1=5e-30;Pkinase=2.3e-61;Pkinase_C=2.9e-15;PK_Tyr_Ser-Thr=6.6e-36
AF100-12-18_005847-T1	COesterase=1.6e-83
AF100-11-3_006720-T1	TRAPPC9-Trs120=0
IFM-61407_002656-T1	CBF=1.3e-54
ASFUM08-12-12-13_008587-T1	Skp1_POZ=2.5e-10
CM3249_000988-T1	MFS_1=1.2e-16;Sugar_tr=5.5e-103;Sugar_tr=5.5e-103
AF100-12-7_000731-T1	MBOAT=1.9e-24
IFM-59359_009590-T1	GH43_C2=6.7e-20;Glyco_hydro_43=1.1e-69
CM3262_007394-T1	Nucleos_tra2_C=1.3e-76;Nucleos_tra2_N=1.2e-24
IFM-59356-2_001830-T1	Glyco_hydro_88=6e-11
CF098_003960-T1	PCI=1.7e-21;RPN5_C=3.2e-18
AZTEC-7-225_003032-T1	BetaGal_dom2=1.7e-61;BetaGal_dom3=1.4e-25;BetaGal_dom4_5=2.9e-62;BetaGal_dom4_5=2.9e-62;Glyco_hydro_35=6.5e-103
TP32_005070-T1	UCH=9.4e-11
AF100-10A_006162-T1	Fungal_trans_2=4.1e-10;Zn_clus=2.5e-09
AF100-12-10_003578-T1	Fungal_trans=1e-15
AF100-10-5_000489-T1	BHD_1=7e-20;BHD_2=7.6e-20;BHD_3=1.6e-31;Rad4=3.5e-34
CM3249_001523-T1	DDT=9.2e-18;WAC_Acf1_DNA_bd=2.4e-41;WHIM1=1.4e-07;WSD=2.1e-23
AF100-10A_006850-T1	DRIM=5e-207
AF100-12-3G_008048-T1	FAT=3.1e-45;FATC=1.4e-16;PI3_PI4_kinase=9.7e-58;UME=4.6e-38
AF100-12-26_007110-T1	Fungal_trans=6.7e-10;Zn_clus=3.6e-09
ASFUM08-12-12-13_008797-T1	BolA=1.4e-18
AF100-10A_003176-T1	TrkH=4.8e-91
TP32_009806-T1	ABC_membrane=2.3e-38;ABC_membrane=2.3e-38
AZTEC-14-484_010131-T1	UDPGT=4.9e-06
AZTEC-8-224_004473-T1	His_Phos_2=2e-07
B5868_005064-T1	Fungal_trans=1.3e-13
AF100-12-8_007972-T1	Homeodomain=7.8e-18
AF100-12-18_003082-T1	UDPG_MGDP_dh_N=3.7e-46;UDPG_MGDP_dh_N=3.7e-46
LMB-35Aa_001570-T1	Patatin=2.5e-21
B6081_003273-T1	DNA_gyraseB=4.5e-67;DNA_gyraseB_C=3.6e-31;HATPase_c=1.7e-22;Toprim=8.6e-19
F18304_002246-T1	Fungal_trans=1.6e-21;Zn_clus=2.6e-06
AF100-12-25_001615-T1	Fungal_trans=6.8e-23;zf-C2H2=1.8e-10;zf-C2H2=1.8e-10
AZTEC-3-226_008248-T1	PPR=1.8e-07
AF100-10A_000842-T1	Methyltransf_28=3.5e-83
AF100-12-37_000654-T1	Nexin_C=2.8e-24;PXA=1.8e-34
IFM-62516_009781-T1	Transp_cyt_pur=1.9e-69
AZTEC-18-233_002639-T1	Alpha-L-AF_C=1.7e-30
CM2141_008773-T1	Kinesin=3.5e-82;Microtub_bd=1.3e-21
AFIS-23107-CDC-12_010618-T1	E1-E2_ATPase=4.7e-50;HMA=3.8e-32;HMA=3.8e-32;Hydrolase=2.2e-32;Hydrolase_3=2.8e-06
AF100-12-37_001379-T1	LIM=1.3e-29;LIM=1.3e-29;RhoGAP=5.1e-38
AZTEC-13-751_000591-T1	PRK=4.9e-63;UPRTase=5.2e-42
CF337_001247-T1	Methyltransf_11=7.8e-07
AZTEC-17-234_006189-T1	DUF1308=1.1e-13
AZTEC-13-751_006794-T1	ABC_tran=1.4e-49;ABC_tran=1.4e-49;ABC_tran_Xtn=2.7e-23
CM3249b_009034-T1	FAD_binding_4=1.2e-23
IFM-59359_006612-T1	FumaraseC_C=8.5e-22;Lyase_1=2.9e-118
IFM-61407_000479-T1	Helicase_C=1.5e-19;HRDC=3.9e-10;RecQ_Zn_bind=3.2e-17;RQC=2.6e-21
AZTEC-11-1066_010108-T1	MFS_1=8e-14
Afu-1042-09_009108-T1	ThiS=6.8e-08
AF100-10-5_009823-T1	F-box=2.2e-06
AZTEC-8-224_000021-T1	Aa_trans=1.1e-80
CM3720_003247-T1	DDT=9.4e-18;WAC_Acf1_DNA_bd=2.5e-41;WHIM1=1.5e-07;WSD=2.1e-23
NCPF-7820_005088-T1	RNase_T=5.3e-08;RRM_1=3.7e-09;zf-RanBP=6.3e-22;zf-RanBP=6.3e-22
IFM-58401_001258-T1	Telomere_reg-2=2.6e-32
AZTEC-9-222_004569-T1	Kinase-like=5.5e-10;Pkinase=2.6e-64;PK_Tyr_Ser-Thr=1.1e-45
SF1S6_003637-T1	HATPase_c=1.6e-16;HisKA=1.1e-11;Response_reg=1e-17
COH-400_010667-T1	Carb_anhydrase=3.3e-85
AF72_009502-T1	PHO4=3.3e-108
AF100-12-38_003955-T1	BAH=3e-19;Bromodomain=3.1e-43;Bromodomain=3.1e-43
IFM-61407_008985-T1	OPT=9.1e-142
AF210_008217-T1	HSA=7.8e-17;Myb_DNA-bind_6=4.9e-18
AZTEC-11-1066_000670-T1	Mcp5_PH=8e-48
IFM-60237_001215-T1	Avl9=6.9e-145
AF100-10-5_004558-T1	DUF1793=7e-73;DUF4965=5.1e-63;DUF4965=5.1e-63;DUF5127=3.1e-50
B6081_007329-T1	EFG_C=3.7e-26;GTP_EFTU=2.1e-54;GTP_EFTU_D2=1.2e-09;LepA_C=2.7e-51
IFM-61407_003775-T1	Cellulose_synt=3.3e-15;Glycos_transf_2=1e-15;Glyco_tranf_2_3=4.3e-23;Glyco_transf_21=8.4e-12;Glyco_trans_2_3=2.4e-19
B6081_004709-T1	AAA_10=4.9e-151
B7586-CDC-30_009872-T1	Dynamin_N=2.4e-26
IFM-62516_009780-T1	MFS_1=1.4e-31
AFUG-031815-1869_009840-T1	PATR=7.4e-20;PATR=7.4e-20;PATR=7.4e-20;PATR=7.4e-20;PATR=7.4e-20;PATR=7.4e-20;PATR=7.4e-20
AZTEC-10-245_001788-T1	Alpha-amylase=3.2e-70;CBM_20=7e-35;DUF1966=9.6e-37
AFUG-031815-1869_009200-T1	EAL=2.3e-75;GGDEF=6.4e-50;MHYT=4.2e-49;MHYT=4.2e-49;MHYT=4.2e-49
AF100-12-4_003212-T1	ADH_zinc_N=1.1e-14
AF100-12-27_010316-T1	PTR2=2.7e-10
AFIS-23107-CDC-12_010619-T1	DUF3435=2.3e-77
AF100-12-4_007017-T1	Pkinase=7.3e-68;PK_Tyr_Ser-Thr=1.5e-30
CM5757_000311-T1	Bac_rhamnosid6H=4.4e-17
IFM-59356-2_005198-T1	Pkinase=1.4e-58;PK_Tyr_Ser-Thr=7.9e-38
AF100-12-5_008290-T1	p450=8.2e-47
AZTEC-18-233_004754-T1	PseudoU_synth_1=3.3e-34
AF100-12-35_007538-T1	AZUL=2.4e-08;UFD1=3.5e-30
AZTEC-4-250_009748-T1	Fungal_trans=2e-21;Zn_clus=4e-07
